gencode_id,gene_name,refseq_id
ENST00000380527,RRAGA,NM_006570
ENST00000493325,OR2A7,NM_001005328
ENST00000330915,KANK3,NM_198471
ENST00000487179,CTAGE8,NM_001278507
ENST00000157600,LMCD1,NM_014583
ENST00000454244,LMCD1,NM_001278233
ENST00000535732,LMCD1,NM_001278235
ENST00000397386,LMCD1,NM_001278234
ENST00000252677,BMP15,NM_005448
ENST00000376006,NUDT10,NM_153183
ENST00000354216,UCKL1,NM_017859
ENST00000369908,UCKL1,NM_001193379
ENST00000354664,TBC1D3,NM_001123391
ENST00000357277,REPS2,NM_001080975
ENST00000357277,REPS2,NM_004726
ENST00000368836,METTL10,NM_212554
ENST00000441740,MEIS3,NM_001009813
ENST00000331559,MEIS3,NM_020160
ENST00000400445,NBEA,NM_015678
ENST00000537702,NBEA,NM_001204197
ENST00000393818,COASY,NM_025233
ENST00000420359,COASY,NM_001042529
ENST00000420359,COASY,NM_001042532
ENST00000475805,DNM1,NM_001288738
ENST00000341179,DNM1,NM_001005336
ENST00000372923,DNM1,NM_004408
ENST00000372923,DNM1,NM_001288739
ENST00000393594,DNM1,NM_001288737
ENST00000372281,TMEM254,NM_001270372
ENST00000372281,TMEM254,NM_025125
ENST00000372275,TMEM254,NM_001270373
ENST00000372273,TMEM254,NM_001270367
ENST00000372273,TMEM254,NM_001270368
ENST00000372273,TMEM254,NM_001270371
ENST00000372273,TMEM254,NM_001270374
ENST00000200181,ITGB4,NM_000213
ENST00000450894,ITGB4,NM_001005731
ENST00000449880,ITGB4,NM_001005619
ENST00000331161,ENKUR,NM_145010
ENST00000274254,SKP2,NM_032637
ENST00000274255,SKP2,NM_005983
ENST00000546211,SKP2,NM_001243120
ENST00000255108,DPH2,NM_001384
ENST00000396758,DPH2,NM_001039589
ENST00000333861,CCDC87,NM_018219
ENST00000314103,CHAF1B,NM_005441
ENST00000380502,HAUS6,NM_017645
ENST00000380502,HAUS6,NM_001270890
ENST00000337331,NPHP3,NM_153240
ENST00000381406,IGF2,NM_000612
ENST00000434045,IGF2,NM_001127598
ENST00000300632,IGF2,NM_001007139
ENST00000378353,MRS2,NM_001286265
ENST00000378386,MRS2,NM_020662
ENST00000535061,MRS2,NM_001286266
ENST00000443868,MRS2,NM_001286264
ENST00000348225,PTN,NM_002825
ENST00000408951,OR2A1,NM_001005287
ENST00000375992,NUDT11,NM_018159
ENST00000332395,DDX28,NM_018380
ENST00000382120,SOD3,NM_003102
ENST00000263208,HIRA,NM_003325
ENST00000533244,CCS,NM_005125
ENST00000340042,GLI4,NM_138465
ENST00000412956,OR2H1,NM_030883
ENST00000395792,AFP,NM_001134
ENST00000007264,RPUSD1,NM_058192
ENST00000434618,TAPBP,NM_172209
ENST00000434618,TAPBP,NM_003190
ENST00000426633,TAPBP,NM_172208
ENST00000328444,RNASE10,NM_001012975
ENST00000056217,ARHGEF5,NM_005435
ENST00000371347,SLC25A27,NM_004277
ENST00000371347,SLC25A27,NM_001204051
ENST00000411689,SLC25A27,NM_001204052
ENST00000258083,PRADC1,NM_032319
ENST00000230321,MDFI,NM_005586
ENST00000216468,TMED8,NM_213601
ENST00000260270,FDX1,NM_004109
ENST00000305879,GTSF1,NM_144594
ENST00000375533,BAMBI,NM_012342
ENST00000314742,LINS,NM_001040616
ENST00000504487,CCDC149,NM_001130726
ENST00000389609,CCDC149,NM_173463
ENST00000301455,ANGPTL4,NM_139314
ENST00000393962,ANGPTL4,NM_001039667
ENST00000375755,MSH5,NM_002441
ENST00000375750,MSH5,NM_172165
ENST00000375750,MSH5,NM_172166
ENST00000375740,MSH5,NM_025259
ENST00000602479,UBE2E3,NM_182678
ENST00000410062,UBE2E3,NM_006357
ENST00000602710,UBE2E3,NM_001278554
ENST00000392415,UBE2E3,NM_001278555
ENST00000330143,ZNF696,NM_030895
ENST00000382867,CDY2B,NM_001001722
ENST00000340438,GSPT2,NM_018094
ENST00000338904,RNASE9,NM_001001673
ENST00000554964,RNASE9,NM_001110356
ENST00000404716,RNASE9,NM_001110359
ENST00000556208,RNASE9,NM_001110360
ENST00000429244,RNASE9,NM_001110357
ENST00000553706,RNASE9,NM_001110361
ENST00000557209,RNASE9,NM_001110358
ENST00000310597,ZNHIT2,NM_014205
ENST00000341795,SSUH2,NM_015931
ENST00000341795,SSUH2,NM_001256749
ENST00000544814,SSUH2,NM_001256748
ENST00000216471,SAMD15,NM_001010860
ENST00000211314,TMEM14A,NM_014051
ENST00000345080,LIN28B,NM_001004317
ENST00000555278,ESR2,NM_001214902
ENST00000553796,ESR2,NM_001271876
ENST00000557772,ESR2,NM_001214903
ENST00000341099,ESR2,NM_001437
ENST00000353772,ESR2,NM_001040275
ENST00000267525,ESR2,NM_001271877
ENST00000269142,TAF4B,NM_005640
ENST00000298699,C12orf50,NM_152589
ENST00000005257,RALA,NM_005402
ENST00000371761,CDKN2C,NM_078626
ENST00000396148,CDKN2C,NM_001262
ENST00000356454,SOWAHC,NM_023016
ENST00000453464,RNF223,NM_001205252
ENST00000355294,RASSF5,NM_182663
ENST00000367117,RASSF5,NM_182664
ENST00000304534,RASSF5,NM_182665
ENST00000292147,ETHE1,NM_014297
ENST00000388968,HSPD1,NM_002156
ENST00000345042,HSPD1,NM_199440
ENST00000358849,ABCB8,NM_007188
ENST00000297504,ABCB8,NM_001282291
ENST00000498578,ABCB8,NM_001282292
ENST00000542328,ABCB8,NM_001282293
ENST00000380835,NOXRED1,NM_001113475
ENST00000529639,FAU,NM_001997
ENST00000319194,DIS3L,NM_133375
ENST00000319212,DIS3L,NM_001143688
ENST00000296543,NAA15,NM_057175
ENST00000399139,CLDN14,NM_012130
ENST00000399137,CLDN14,NM_144492
ENST00000399135,CLDN14,NM_001146079
ENST00000399136,CLDN14,NM_001146078
ENST00000342108,CLDN14,NM_001146077
ENST00000243501,PLA2G12A,NM_030821
ENST00000314641,BVES,NM_001199563
ENST00000336775,BVES,NM_007073
ENST00000446408,BVES,NM_147147
ENST00000493422,GSTA2,NM_000846
ENST00000376350,PTPRH,NM_002842
ENST00000263434,PTPRH,NM_001161440
ENST00000426426,TMEM233,NM_001136534
ENST00000305233,PWWP2B,NM_138499
ENST00000368609,PWWP2B,NM_001098637
ENST00000272321,WDPCP,NM_015910
ENST00000264260,IL18RAP,NM_003853
ENST00000380060,NHS,NM_198270
ENST00000398097,NHS,NM_001136024
ENST00000371759,C1orf185,NM_001136508
ENST00000172229,NGFR,NM_002507
ENST00000312371,AMZ1,NM_133463
ENST00000407112,AMZ1,NM_001284355
ENST00000393283,RGPD5,NM_032260
ENST00000016946,RGPD5,NM_005054
ENST00000488633,CIAO1,NM_004804
ENST00000308100,DIRC1,NM_052952
ENST00000528057,RPS6KA4,NM_001006944
ENST00000334205,RPS6KA4,NM_003942
ENST00000314228,ZNF575,NM_174945
ENST00000242719,RNF11,NM_014372
ENST00000541682,HES7,NM_032580
ENST00000541682,HES7,NM_001165967
ENST00000181839,CDK13,NM_031267
ENST00000181839,CDK13,NM_003718
ENST00000288490,DGKI,NM_004717
ENST00000378731,CCNI2,NM_001039780
ENST00000378731,CCNI2,NM_001287253
ENST00000290399,SIM2,NM_005069
ENST00000430056,SIM2,NM_009586
ENST00000260283,ARHGAP20,NM_020809
ENST00000524756,ARHGAP20,NM_001258415
ENST00000528829,ARHGAP20,NM_001258417
ENST00000533353,ARHGAP20,NM_001258416
ENST00000527598,ARHGAP20,NM_001258418
ENST00000217515,TXNL1,NM_004786
ENST00000303904,COPS6,NM_006833
ENST00000341233,SLC16A12,NM_213606
ENST00000328024,RAB11B,NM_004218
ENST00000332783,ASB7,NM_198243
ENST00000343276,ASB7,NM_024708
ENST00000349223,NFATC3,NM_173163
ENST00000346183,NFATC3,NM_173165
ENST00000329524,NFATC3,NM_004555
ENST00000448384,LRRC69,NM_001129890
ENST00000330212,ZDHHC23,NM_173570
ENST00000300793,VPS11,NM_021729
ENST00000392056,SPHKAP,NM_001142644
ENST00000344657,SPHKAP,NM_030623
ENST00000261735,ERP29,NM_006817
ENST00000455836,ERP29,NM_001034025
ENST00000366963,SLC22A1,NM_153187
ENST00000366963,SLC22A1,NM_003057
ENST00000344034,PPM1G,NM_177983
ENST00000304636,COL3A1,NM_000090
ENST00000421241,C1orf159,NM_017891
ENST00000367114,EIF2D,NM_001201478
ENST00000271764,EIF2D,NM_006893
ENST00000512626,GOLGA8K,NM_001282493
ENST00000444914,SLC13A2,NM_001145975
ENST00000314669,SLC13A2,NM_003984
ENST00000249750,ALDH1A2,NM_003888
ENST00000347587,ALDH1A2,NM_170696
ENST00000559517,ALDH1A2,NM_170697
ENST00000537372,ALDH1A2,NM_001206897
ENST00000262315,CHTF18,NM_022092
ENST00000543982,XRCC1,NM_006297
ENST00000375772,MAGED1,NM_001005332
ENST00000326587,MAGED1,NM_006986
ENST00000375695,MAGED1,NM_001005333
ENST00000300658,PGAP3,NM_033419
ENST00000369888,ZNF512B,NM_020713
ENST00000481445,COX7B,NM_001866
ENST00000380045,SCML1,NM_001037536
ENST00000380041,SCML1,NM_001037540
ENST00000380043,SCML1,NM_006746
ENST00000398080,SCML1,NM_001037535
ENST00000245539,MRPS7,NM_015971
ENST00000472174,ATP6V0B,NM_004047
ENST00000236067,ATP6V0B,NM_001039457
ENST00000254508,NUP210,NM_024923
ENST00000236877,SLC8A2,NM_015063
ENST00000433030,CT47A1,NM_001080146
ENST00000569512,FRG2,NM_001199232
ENST00000274963,FGD2,NM_173558
ENST00000261015,WDR12,NM_018256
ENST00000295269,SLC9A4,NM_001011552
ENST00000397270,INS-IGF2,NM_001042376
ENST00000581784,KCNH6,NM_173092
ENST00000314672,KCNH6,NM_001278919
ENST00000583023,KCNH6,NM_030779
ENST00000456941,KCNH6,NM_001278920
ENST00000455662,NAGK,NM_017567
ENST00000458218,CT47A2,NM_001080145
ENST00000336648,HLCS,NM_000411
ENST00000336648,HLCS,NM_001242785
ENST00000399120,HLCS,NM_001242784
ENST00000532114,MS4A4A,NM_001243266
ENST00000337908,MS4A4A,NM_148975
ENST00000355131,MS4A4A,NM_024021
ENST00000378719,SEPT8,NM_001098811
ENST00000296873,SEPT8,NM_001098812
ENST00000296873,SEPT8,NM_015146
ENST00000448933,SEPT8,NM_001098813
ENST00000294256,SYVN1,NM_032431
ENST00000377190,SYVN1,NM_172230
ENST00000216144,CABP7,NM_182527
ENST00000369886,SAMD10,NM_080621
ENST00000341514,ATP7A,NM_000052
ENST00000329841,ALDH1A3,NM_000693
ENST00000231484,PCDH12,NM_016580
ENST00000254765,POPDC3,NM_022361
ENST00000397541,WEE2,NM_001105558
ENST00000324432,DTX2,NM_020892
ENST00000413936,DTX2,NM_001102595
ENST00000430490,DTX2,NM_001102594
ENST00000446820,DTX2,NM_001102596
ENST00000579973,KCTD1,NM_198991
ENST00000579973,KCTD1,NM_001258221
ENST00000408011,KCTD1,NM_001136205
ENST00000580191,KCTD1,NM_001258222
ENST00000417602,KCTD1,NM_001142730
ENST00000375520,C10orf126,NM_001278522
ENST00000344318,ZMAT5,NM_001003692
ENST00000397781,ZMAT5,NM_019103
ENST00000366953,SLC22A2,NM_003058
ENST00000317276,PER1,NM_002616
ENST00000276914,PLIN2,NM_001122
ENST00000308748,ASPHD1,NM_181718
ENST00000258091,CCT7,NM_006429
ENST00000398422,CCT7,NM_001009570
ENST00000540468,CCT7,NM_001166284
ENST00000539919,CCT7,NM_001166285
ENST00000250457,EGLN3,NM_022073
ENST00000542569,SAMD8,NM_144660
ENST00000542569,SAMD8,NM_001174156
ENST00000250838,CDY2A,NM_004825
ENST00000369110,PREP,NM_002726
ENST00000375500,LYZL1,NM_032517
ENST00000330029,UQCR10,NM_001003684
ENST00000330029,UQCR10,NM_013387
ENST00000351008,SPATA16,NM_031955
ENST00000357574,WDR7,NM_052834
ENST00000254442,WDR7,NM_015285
ENST00000369041,ADAMTSL4,NM_025008
ENST00000271643,ADAMTSL4,NM_019032
ENST00000369039,ADAMTSL4,NM_001288608
ENST00000397262,INS,NM_001185098
ENST00000250971,INS,NM_001185097
ENST00000250971,INS,NM_000207
ENST00000276609,SLC26A7,NM_052832
ENST00000276609,SLC26A7,NM_001282356
ENST00000309536,SLC26A7,NM_134266
ENST00000265304,SSBP1,NM_001256513
ENST00000265304,SSBP1,NM_001256511
ENST00000265304,SSBP1,NM_001256512
ENST00000265304,SSBP1,NM_003143
ENST00000481508,SSBP1,NM_001256510
ENST00000266079,PRPF6,NM_012469
ENST00000343849,CAV3,NM_001234
ENST00000343849,CAV3,NM_033337
ENST00000378863,CRLS1,NM_019095
ENST00000378868,CRLS1,NM_001127458
ENST00000307393,HSFY1,NM_033108
ENST00000309834,HSFY1,NM_152584
ENST00000321153,RPLP2,NM_001004
ENST00000455054,TBC1D3H,NM_001123392
ENST00000329553,RIPPLY3,NM_018962
ENST00000384214,SNORD15A,NR_000005
ENST00000384714,SNORD15B,NR_000025
ENST00000396505,DKK3,NM_015881
ENST00000326932,DKK3,NM_013253
ENST00000326932,DKK3,NM_001018057
ENST00000300182,MS4A6E,NM_139249
ENST00000394520,RNF14,NM_004290
ENST00000394520,RNF14,NM_001201365
ENST00000394514,RNF14,NM_183398
ENST00000356143,RNF14,NM_183399
ENST00000347642,RNF14,NM_183400
ENST00000394519,RNF14,NM_183401
ENST00000413473,TTC39A,NM_001144832
ENST00000371750,TTC39A,NM_001080494
ENST00000421699,GOLGA2,NM_004486
ENST00000509311,GOLGA8O,NM_001277308
ENST00000458974,MEG8,NR_003080
ENST00000545871,RAI2,NM_001172739
ENST00000545871,RAI2,NM_001172743
ENST00000451717,RAI2,NM_021785
ENST00000451717,RAI2,NM_001172732
ENST00000229134,IL26,NM_018402
ENST00000242462,NEUROG3,NM_020999
ENST00000329245,TOP1MT,NM_052963
ENST00000521193,TOP1MT,NM_001258446
ENST00000519148,TOP1MT,NM_001258447
ENST00000381035,MARCH2,NM_001005416
ENST00000393944,MARCH2,NM_016496
ENST00000215555,MARCH2,NM_001005415
ENST00000327042,TMEM86B,NM_173804
ENST00000376356,THNSL1,NM_024838
ENST00000373279,C10orf35,NM_145306
ENST00000360525,PIGP,NM_153682
ENST00000464265,PIGP,NM_153681
ENST00000367109,DYRK3,NM_003582
ENST00000367108,DYRK3,NM_001004023
ENST00000382114,LGI2,NM_018176
ENST00000322191,PANK1,NM_138316
ENST00000342512,PANK1,NM_148978
ENST00000307534,PANK1,NM_148977
ENST00000344935,CPSF4L,NM_001129885
ENST00000293373,NCKAP1L,NM_005337
ENST00000545638,NCKAP1L,NM_001184976
ENST00000467773,NOBOX,NM_001080413
ENST00000316793,OXTR,NM_000916
ENST00000380033,BEND2,NM_153346
ENST00000380030,BEND2,NM_001184767
ENST00000328741,NXPH3,NM_007225
ENST00000310226,FADS6,NM_178128
ENST00000298492,FAM175B,NM_032182
ENST00000376351,GPR158,NM_020752
ENST00000351018,RHOG,NM_001665
ENST00000306984,MPLKIP,NM_138701
ENST00000300184,MS4A7,NM_206939
ENST00000300184,MS4A7,NM_021201
ENST00000358246,MS4A7,NM_206938
ENST00000358246,MS4A7,NM_206940
ENST00000374497,GALE,NM_001008216
ENST00000374497,GALE,NM_001127621
ENST00000374497,GALE,NM_000403
ENST00000320672,SSBP2,NM_001256732
ENST00000320672,SSBP2,NM_001256733
ENST00000320672,SSBP2,NM_012446
ENST00000509053,SSBP2,NM_001256736
ENST00000514493,SSBP2,NM_001256735
ENST00000514493,SSBP2,NM_001256734
ENST00000261881,TIPIN,NM_017858
ENST00000495262,GCNT2,NM_145649
ENST00000316170,GCNT2,NM_001491
ENST00000265012,GCNT2,NM_145655
ENST00000307790,ASCC2,NM_032204
ENST00000542393,ASCC2,NM_001242906
ENST00000392474,CAMKK2,NM_001270486
ENST00000347034,CAMKK2,NM_172216
ENST00000538733,CAMKK2,NM_153500
ENST00000337174,CAMKK2,NM_153499
ENST00000324774,CAMKK2,NM_006549
ENST00000412367,CAMKK2,NM_172226
ENST00000404169,CAMKK2,NM_001270485
ENST00000446440,CAMKK2,NM_172215
ENST00000392473,CAMKK2,NM_172214
ENST00000365321,SNORD113-1,NR_003229
ENST00000328087,IL22,NM_020525
ENST00000248150,GNG13,NM_016541
ENST00000439510,CDC42EP4,NM_012121
ENST00000553888,VIPAS39,NM_022067
ENST00000553888,VIPAS39,NM_001193317
ENST00000553888,VIPAS39,NM_001193314
ENST00000557658,VIPAS39,NM_001193315
ENST00000557658,VIPAS39,NM_001193316
ENST00000568000,KCTD13,NM_178863
ENST00000446465,SLC35G2,NM_025246
ENST00000393079,SLC35G2,NM_001097600
ENST00000284727,ATP5G3,NM_001689
ENST00000284727,ATP5G3,NM_001002258
ENST00000356891,C12orf29,NM_001009894
ENST00000505459,SRP19,NM_001204193
ENST00000505459,SRP19,NM_003135
ENST00000515463,SRP19,NM_001204196
ENST00000408535,SNORA76,NR_002995
ENST00000219919,AQP9,NM_020980
ENST00000457842,ZBTB47,NM_145166
ENST00000362883,SNORD104,NR_004380
ENST00000448387,GOLGA8N,NM_001282494
ENST00000395511,DHRS7B,NM_015510
ENST00000310137,RBM14,NM_006328
ENST00000393979,RBM14,NM_001198836
ENST00000409738,RBM14,NM_001198837
ENST00000391082,SNORD113-2,NR_003230
ENST00000364830,SNORD113-3,NR_003231
ENST00000392054,PID1,NM_017933
ENST00000392055,PID1,NM_001100818
ENST00000457714,NLGN1,NM_014932
ENST00000301698,PRR25,NM_001013638
ENST00000364802,SNORD113-4,NR_003232
ENST00000356836,B4GALT2,NM_001005417
ENST00000356836,B4GALT2,NM_030587
ENST00000372324,B4GALT2,NM_003780
ENST00000359653,ZRANB1,NM_017580
ENST00000251900,SCML2,NM_006089
ENST00000367103,MAPKAPK2,NM_004759
ENST00000367103,MAPKAPK2,NM_032960
ENST00000264926,RAD18,NM_020165
ENST00000275300,SLC22A3,NM_021977
ENST00000300737,STIM1,NM_003156
ENST00000300737,STIM1,NM_001277961
ENST00000300737,STIM1,NM_001277962
ENST00000344884,HSFY2,NM_001001877
ENST00000304790,HSFY2,NM_153716
ENST00000301891,SLC22A11,NM_018484
ENST00000378858,LRRN4,NM_152611
ENST00000298784,FAM35A,NM_019054
ENST00000341772,DNER,NM_139072
ENST00000338134,KPTN,NM_007059
ENST00000399562,C22orf39,NM_173793
ENST00000542103,C22orf39,NM_001166242
ENST00000228827,GPN3,NM_016301
ENST00000537466,GPN3,NM_001164373
ENST00000543199,GPN3,NM_001164372
ENST00000372004,NCOA3,NM_006534
ENST00000372004,NCOA3,NM_181659
ENST00000372004,NCOA3,NM_001174088
ENST00000372004,NCOA3,NM_001174087
ENST00000412770,PPP6R1,NM_014931
ENST00000347580,ADAM2,NM_001278113
ENST00000265708,ADAM2,NM_001464
ENST00000265708,ADAM2,NM_001278114
ENST00000358415,ITIH2,NM_002216
ENST00000381178,TH,NM_199292
ENST00000381175,TH,NM_199293
ENST00000352909,TH,NM_000360
ENST00000340356,SOX18,NM_018419
ENST00000299022,LIPC,NM_000236
ENST00000383168,AQP4,NM_001650
ENST00000383168,AQP4,NM_004028
ENST00000393328,SPOP,NM_003563
ENST00000504102,SPOP,NM_001007228
ENST00000393331,SPOP,NM_001007227
ENST00000393331,SPOP,NM_001007226
ENST00000347630,SPOP,NM_001007230
ENST00000347630,SPOP,NM_001007229
ENST00000283357,FAM81B,NM_152548
ENST00000262301,LMF1,NM_022773
ENST00000452898,RASA2,NM_006506
ENST00000247879,TAS2R3,NM_016943
ENST00000392630,C10orf91,NM_173541
ENST00000321248,C10orf91,NM_173541
ENST00000401647,SUGCT,NM_001193312
ENST00000335693,SUGCT,NM_001193313
ENST00000309930,SUGCT,NM_024728
ENST00000309930,SUGCT,NM_001193311
ENST00000610205,RNASE11,NM_145250
ENST00000397060,SLC17A3,NM_001098486
ENST00000361703,SLC17A3,NM_006632
ENST00000217289,FERMT1,NM_017671
ENST00000310092,RBM4,NM_002896
ENST00000396053,RBM4,NM_001198844
ENST00000398692,RBM4,NM_001198843
ENST00000288986,NCK1,NM_006153
ENST00000469404,NCK1,NM_001190796
ENST00000295878,KIAA1407,NM_020817
ENST00000247881,TAS2R4,NM_016944
ENST00000439128,NEK1,NM_012224
ENST00000511633,NEK1,NM_001199398
ENST00000510533,NEK1,NM_001199400
ENST00000507142,NEK1,NM_001199397
ENST00000512193,NEK1,NM_001199399
ENST00000357387,RICTOR,NM_152756
ENST00000511516,RICTOR,NM_001285440
ENST00000296782,RICTOR,NM_001285439
ENST00000319642,USH1G,NM_173477
ENST00000319642,USH1G,NM_001282489
ENST00000379919,MAB21L1,NM_005584
ENST00000435489,NIPAL4,NM_001172292
ENST00000311946,NIPAL4,NM_001099287
ENST00000247883,TAS2R5,NM_018980
ENST00000334575,GSTA1,NM_145740
ENST00000328078,GLUD2,NM_012084
ENST00000333130,MRPL40,NM_003776
ENST00000357750,HYAL2,NM_003773
ENST00000442581,HYAL2,NM_033158
ENST00000375400,SVIL,NM_003174
ENST00000355867,SVIL,NM_021738
ENST00000344537,DTNBP1,NM_001271667
ENST00000344537,DTNBP1,NM_001271668
ENST00000344537,DTNBP1,NM_032122
ENST00000338950,DTNBP1,NM_183040
ENST00000511762,DTNBP1,NM_001271669
ENST00000423557,IL10,NM_000572
ENST00000358598,PRKAR1A,NM_212471
ENST00000589228,PRKAR1A,NM_001278433
ENST00000589228,PRKAR1A,NM_002734
ENST00000536854,PRKAR1A,NM_001276289
ENST00000588188,PRKAR1A,NM_001276290
ENST00000392711,PRKAR1A,NM_212472
ENST00000379996,CDKL5,NM_003159
ENST00000379989,CDKL5,NM_001037343
ENST00000275364,GNA12,NM_007353
ENST00000407904,GNA12,NM_001282441
ENST00000407653,GNA12,NM_001282440
ENST00000348943,HNRNPM,NM_031203
ENST00000325495,HNRNPM,NM_005968
ENST00000355893,MLF1,NM_022443
ENST00000484955,MLF1,NM_001130157
ENST00000359117,MLF1,NM_001130156
ENST00000471745,MLF1,NM_001195434
ENST00000469452,MLF1,NM_001195433
ENST00000478894,MLF1,NM_001195432
ENST00000361464,MGEA5,NM_012215
ENST00000439817,MGEA5,NM_001142434
ENST00000364009,SNORD14E,NR_003125
ENST00000379852,NRBP1,NM_013392
ENST00000384390,SNORD14D,NR_001454
ENST00000365382,SNORD14C,NR_001453
ENST00000379893,DCLK1,NM_001195416
ENST00000379893,DCLK1,NM_001195415
ENST00000255448,DCLK1,NM_004734
ENST00000602925,DENND4C,NM_017925
ENST00000369842,EMD,NM_000117
ENST00000368594,INPP5A,NM_005539
ENST00000599207,PINLYP,NM_001193621
ENST00000562255,PINLYP,NM_001193622
ENST00000361317,TCEA2,NM_198723
ENST00000343484,TCEA2,NM_003195
ENST00000279242,MRPL49,NM_004927
ENST00000337195,CTBP2,NM_001329
ENST00000309035,CTBP2,NM_022802
ENST00000411419,CTBP2,NM_001083914
ENST00000447678,LPA,NM_005577
ENST00000605938,ATG9B,NM_173681
ENST00000556526,RNASE12,NM_001024822
ENST00000361627,ARHGAP11A,NM_014783
ENST00000361627,ARHGAP11A,NM_001286480
ENST00000361627,ARHGAP11A,NM_001286479
ENST00000567348,ARHGAP11A,NM_199357
ENST00000320704,OR6S1,NM_001001968
ENST00000371264,GRIA3,NM_001256743
ENST00000371256,GRIA3,NM_007325
ENST00000264357,GRIA3,NM_000828
ENST00000230459,COX7A2,NM_001865
ENST00000331427,OTOP2,NM_178160
ENST00000316637,DEF6,NM_022047
ENST00000204005,LTBP4,NM_003573
ENST00000308370,LTBP4,NM_001042544
ENST00000396819,LTBP4,NM_001042545
ENST00000350549,PRSS37,NM_001008270
ENST00000350549,PRSS37,NM_001171951
ENST00000340758,IL19,NM_153758
ENST00000270218,IL19,NM_013371
ENST00000555835,RNASE4,NM_002937
ENST00000555597,RNASE4,NM_194431
ENST00000555597,RNASE4,NM_001282193
ENST00000280325,C11orf53,NM_198498
ENST00000263805,ZNF106,NM_022473
ENST00000565380,ZNF106,NM_001284307
ENST00000565611,ZNF106,NM_001284306
ENST00000287777,KLHL40,NM_152393
ENST00000360057,TPK1,NM_022445
ENST00000378099,TPK1,NM_001042482
ENST00000263202,UFD1L,NM_005659
ENST00000263202,UFD1L,NM_001035247
ENST00000260408,ADAM10,NM_001110
ENST00000372090,TOE1,NM_025077
ENST00000392335,ARMC6,NM_033415
ENST00000535612,ARMC6,NM_001199196
ENST00000422989,IRGQ,NM_001007561
ENST00000458128,PGAM4,NM_001029891
ENST00000265944,MYO3A,NM_017433
ENST00000396981,UBE2G1,NM_003342
ENST00000379984,RS1,NM_000330
ENST00000075120,SLC2A3,NM_006931
ENST00000256194,MICAL2,NM_014632
ENST00000256194,MICAL2,NM_001282663
ENST00000527546,MICAL2,NM_001282665
ENST00000537344,MICAL2,NM_001282665
ENST00000342902,MICAL2,NM_001282664
ENST00000379612,MICAL2,NM_001282666
ENST00000335999,NCKAP5L,NM_001037806
ENST00000381707,NUTM2A,NM_001099338
ENST00000528846,COLCA2,NM_001271457
ENST00000398035,COLCA2,NM_001136105
ENST00000526216,COLCA2,NM_001271458
ENST00000369026,MCL1,NM_021960
ENST00000369026,MCL1,NM_001197320
ENST00000307940,MCL1,NM_182763
ENST00000367096,IL20,NM_018724
ENST00000383836,SRGAP3,NM_014850
ENST00000360413,SRGAP3,NM_001033117
ENST00000379288,TTLL10,NM_153254
ENST00000379289,TTLL10,NM_001130045
ENST00000398978,COL13A1,NM_001130103
ENST00000354547,COL13A1,NM_080801
ENST00000357811,COL13A1,NM_080802
ENST00000520267,COL13A1,NM_080798
ENST00000522165,COL13A1,NM_080800
ENST00000520133,COL13A1,NM_080805
ENST00000396946,CARD11,NM_032415
ENST00000391965,ZNF576,NM_024327
ENST00000336564,ZNF576,NM_001145347
ENST00000377185,SPDYC,NM_001008778
ENST00000371733,EPS15,NM_001981
ENST00000396122,EPS15,NM_001159969
ENST00000301938,FBXW10,NM_001267586
ENST00000395667,FBXW10,NM_001267585
ENST00000366924,PLG,NM_001168338
ENST00000308192,PLG,NM_000301
ENST00000316081,TDRD6,NM_001010870
ENST00000544460,TDRD6,NM_001168359
ENST00000300187,MS4A14,NM_032597
ENST00000395005,MS4A14,NM_001079692
ENST00000531783,MS4A14,NM_001261828
ENST00000394634,CFI,NM_000204
ENST00000377574,SLC22A12,NM_144585
ENST00000377574,SLC22A12,NM_001276326
